,0
332,"
February 8, 2015 at 6:58Human triggered avalanches remain possible today. Above 8,000 ft, MODERATE avalanche danger exists on NW-N-NE-E-SE aspects on slopes 35 degrees and steeper due to lingering dense wind slabs and storm slabs. Some isolated areas of unstable storm slabs may linger on isolated terrain features on other aspects. Don't let the new snow lead to careless decision making. Specifically choosing slopes based on slope angle will be the difference between ""getting lucky"" and ""getting it done"" in the backcountry today.
"
333,"
December 31, 2014 at 6:58Pockets of MODERATE avalanche danger linger in recently wind loaded areas near and above treeline on slopes 35 degrees and steeper. In near treeline areas, pockets of recently formed wind slabs exist on all aspects. Above treeline, recently formed wind slabs are focused more on SE-S-SW-W-NW aspects. Below treeline, avalanche danger remains LOW.
The next scheduled update to this advisory will occur January 2, 2015 at 7am.
"
334,"
December 30, 2014 at 7:00Pockets of MODERATE avalanche danger exist on near and above treeline SE-S-SW-W-NW aspects loaded by the NE winds on slopes 35 degrees and steeper due to the presence of newly formed wind slabs. Areas south and east of Lake Tahoe where the most new snow fell represent the most likely places to find MODERATE avalanche danger. Human-triggered wind slab avalanches are possible today.
"
335,"
December 25, 2014 at 6:40SE-S-SW-W-NW aspects loaded by the NE winds in near and above treeline terrain may hold some pockets of MODERATE avalanche danger on slopes 35 degrees and steeper. These pockets of higher avalanche danger will most likely exist on slopes that had previous snow cover near ridgelines where the most new snow fell. Human-triggered wind slab avalanches may be possible in these areas.
"
336,"
December 21, 2014 at 6:22Near and above treeline, pockets of MODERATE avalanche danger remain on NW-N-NE-E aspects on slopes 35 degrees and steeper due to ongoing concern for human triggered wind slabs. For all other areas, avalanche danger in LOW.
"
337,"
December 20, 2014 at 6:51Near and above treeline, avalanche danger remains MODERATE on NW-N-NE-E-SE aspects on slopes 35 degrees and steeper due to ongoing concern for human triggered wind slabs. For all other areas, avalanche danger is LOW.
"
338,"
December 19, 2014 at 6:58Areas of MODERATE avalanche danger are expected to form today both above and below treeline on NW-N-NE-E-SE aspects on slopes 32 degrees and steeper. For all other areas, avalanche danger is LOW. Expect wind slabs near and above treeline and potential pockets of storm slab below treeline. The areas of greatest avalanche danger will exist north of Hwy 50.
"
339,"
December 18, 2014 at 6:52Human-triggered wind slab avalanches remain possible today in certain areas. Pockets of MODERATE avalanche danger exist on wind-loaded NW-N-NE-E-SE aspects 35 degrees and steeper in near and above treeline terrain. Convex rollovers, areas near rocks, unsupported slopes, couloirs/gullies, and other complex terrain represent the most likely places to find lingering wind slabs.
"
340,"
December 17, 2014 at 6:53Human-triggered wind slab avalanches remain possible today. MODERATE avalanche danger exists on wind-loaded NW-N-NE-E-SE aspects 35 degrees and steeper in near and above treeline terrain. Use clues like cornices, drifted snow, ripples in the snow surface, and other wind created textures to help determine where wind slabs may exist. Convex rollovers, areas near rocks, unsupported slopes, couloirs/gullies, and other complex terrain represent the most likely places to trigger wind slabs.
"
341,"
December 16, 2014 at 6:51Human-triggered wind slab avalanches are possible (MODERATE avalanche danger) on wind-loaded NW-N-NE-E aspects 35 degrees and steeper in near and above treeline terrain. Due to shifting winds some isolated pockets of wind slabs may exist on SE aspects in near and above treeline terrain. Use clues like cornices, drifted snow, ripples in the snow surface, and other wind created textures to help determine where wind slabs may exist.
"
342,"
December 15, 2014 at 6:48Isolated pockets of MODERATE avalanche danger may form today near and above treeline on NW-N-NE aspects on slopes 35 degrees and steeper. For all other areas, avalanche danger is LOW. Isolated areas of small and shallow wind slab instability are expected today in wind loaded areas.
"
343,"
December 14, 2014 at 6:30Near and above treeline, pockets of MODERATE danger continue to exist along the Sierra Crest on NW-N-NE-E-SE aspects on slopes 35 degrees and steeper due to lingering wind slabs. For all other areas, avalanche danger is LOW.
"
344,"
December 13, 2014 at 6:54Near and above treeline, pockets of MODERATE danger exist along the Sierra Crest on NW-N-NE-E-SE aspects on slopes 35 degrees and steeper due to lingering wind slabs. For all other areas, avalanche danger is LOW.
"
345,"
December 6, 2014 at 7:00Above 9000 ft. in below, near, and above treeline terrain, human-triggered avalanches may remain possible on some NW-N-NE aspects due to persistent slabs on slopes 34 degrees and steeper. Pockets of MODERATE avalanche danger exist in these areas. Higher elevation northerly facing slopes with the most snow represent the most likely places to find persistent slabs and the places where people want to recreate. Don't let early season excitement overrule good judgment and decision making.
"
346,"
December 5, 2014 at 7:00Above 9000 ft. on slopes 32 degrees and steeper, human-triggered avalanches remain possible on NW-N-NE aspects due to possible persistent slabs. Near and above treeline wind-loaded NW-N-NE-E-SE aspects above 8000 ft. steeper than 35 degrees may still hold human-triggerable wind slabs especially on unsupported slopes, couliors and gullies, and in complex and/or extreme terrain. The avalanche danger rating for these areas remains MODERATE.
"
347,"
December 4, 2014 at 7:25Above 8000 ft. on slopes 32 degrees and steeper, human-triggered avalanches remain possible on NW-N-NE aspects in all terrain and on near and above treeline E-SE aspects. MODERATE avalanche danger exists in these areas due to wind slabs and possible persistent slabs. Higher elevation slopes with the most snow represent both the most dangerous places to go and the places where people want to recreate. Don't let early season excitement overrule good judgment and decision making.
"
348,"
April 18, 2014 at 7:00Pockets of MODERATE danger will form on all aspects at all elevations on slopes 37 degrees and steeper as daytime warming and sunshine melt through the overnight refreeze that holds the snowpack together. Human triggered loose wet avalanches will become possible. Natural avalanches remain unlikely but not impossible.
"
349,"
April 17, 2014 at 6:36Areas of MODERATE danger will form on all aspects at all elevations on slopes 37 degrees and steeper as daytime warming and sunshine melt through the thin overnight refreeze holding the snowpack together. Human triggered loose wet avalanches will become possible. Natural avalanches remain unlikely but not impossible.
"
350,"
April 13, 2014 at 6:44Some pockets of MODERATE avalanche danger may form at all elevations and on all aspects as the day warms up. Due to cooler weather and northeast winds the wet snow instabilities that form today should remain smaller and less widespread than those that have formed on previous days. Still, small human triggered loose wet avalanches will remain possible today in some areas. Natural avalanche activity is unlikely but not impossible.
"
351,"
April 12, 2014 at 6:52Avalanche danger will quickly rise to MODERATE at all elevations and on all aspects as the day warms up. Human triggered loose wet avalanches will remain possible today. Natural avalanche activity is unlikely but not impossible.
"
352,"
April 11, 2014 at 7:00Avalanche danger will quickly rise to MODERATE at all elevations and on all aspects as the day warms up. Human triggered loose wet avalanches are expected today. Natural avalanche activity is unlikely but not impossible.
"
353,"
April 7, 2014 at 7:00On E-SE-S-SW-W aspects steeper than 35 degrees MODERATE avalanche danger will form as the day warms up. Some pockets of MODERATE avalanche danger may also form on NW-N-NE aspects that receive sunshine today.
Loose wet snow avalanches will be possible today. Larger wet slab avalanches remain unlikely, but isolated wet slab avalanches will not be impossible as the day warms up.
"
354,"
April 6, 2014 at 6:39On slopes steeper than 35 degrees MODERATE avalanche danger may form on the sun exposed E-SE-S-SW-W aspects due to daytime warming. Loose wet snow avalanches will be possible today. Larger slab avalanches remain unlikely, but isolated slab avalanches triggered by the today's warming will not be impossible.
"
355,"
April 5, 2014 at 7:00On slopes steeper than 35 degrees pockets of MODERATE avalanche danger may form on the sun exposed E-SE-S-SW-W aspects due to daytime warming. Loose wet snow avalanches will be possible today. While larger slab avalanches remain unlikely, isolated slab avalanches triggered by the today's warming will not be impossible.
"
356,"
April 2, 2014 at 6:58Areas of MODERATE avalanche danger remain in recently wind loaded areas at all elevations on NW-N-NE-E-SE aspects on slopes 35 degrees and steeper due to the presence of wind slabs and persistent slabs. For all other areas, avalanche danger is LOW.
"
357,"
April 1, 2014 at 7:11MODERATE avalanche danger exists at all elevations on NW-N-NE-E-SE aspects on slopes 35 degrees and steeper due to new and old wind slabs, persistent slabs, and storm slabs. Pockets of MODERATE danger exist in all other areas where small storm slabs may also exist. Human triggered avalanches are possible today.
"
358,"
March 30, 2014 at 7:00CONSIDERABLE avalanche danger exists on near and above treeline NW-N-NE-E-SE aspects on slopes 35 degrees and steeper. Human triggered avalanches are likely in these areas. For all other areas avalanche danger is MODERATE on slopes 35 degrees and steeper. Wind slabs, storm slabs, and persistent slabs are all possible today.
"
359,"
March 28, 2014 at 6:56Avalanche danger remains MODERATE on all aspects at all elevations on slopes 35 degrees and steeper due to the presence of established wind slabs and the possibility of loose wet avalanches. Avalanche danger will increase late tonight into tomorrow as the next storm system impacts the region.
"
360,"
March 27, 2014 at 6:45Avalanche danger is MODERATE on all aspects at all elevations on slopes 35 degrees and steeper due to the presence of established wind slabs and the possibility of loose wet and storm slab avalanches.
"
361,"
March 26, 2014 at 7:00CONSIDERABLE danger exists on slopes 35 degrees and steeper on wind loaded NW-N-NE-E-SE aspects in near and above treeline terrain. MODERATE avalanche danger exists in all other areas. Human triggered wind slab avalanches are likely today and storm slab avalanches are possible.
After 2 weeks of stable melt-freeze conditions, today represents a day when natural and human triggered avalanches could occur. Don't let excitement over the return of winter and/or ""powder fever"" override good judgment and thoughtful and safe backcountry decision making.
"
362,"
March 16, 2014 at 6:47In response to daytime warming, MODERATE avalanche danger will form today on E-SE-S-SW-W aspects on slopes 35 degrees and steeper. Human triggered loose wet avalanches will become possible. 
"
363,"
March 10, 2014 at 6:59Pockets of MODERATE avalanche danger are expected to form as the day progresses near and above treeline on N-NE-E aspects on slopes 35 degrees and steeper due to building wind slabs. Avalanche danger is LOW for all other elevations and aspects. Isolated areas of unstable loose wet snow are unlikely but not impossible today.
"
364,"
March 9, 2014 at 7:07Pockets of MODERATE avalanche danger linger today at all elevations on SE-S-SW aspects on slopes 37 degrees and steeper due to poor overnight refreeze of wet surface snow from yesterday. As rain up to 8,000'+ moves into the forecast area late today, additional areas of loose wet avalanche avalanche activity will become possible on all aspects.
"
365,"
March 8, 2014 at 6:46MODERATE avalanche danger will form on slopes steeper than 35 degrees on the sun exposed SE-S-SW aspects and pockets of MODERATE danger may form on the E and W aspects. Loose wet avalanches will become possible again today due to daytime warming and strong March sunshine.
"
366,"
March 7, 2014 at 6:52Pockets of MODERATE avalanche danger will form on the sun exposed E-SE-S-SW-W aspects on slopes 35 degrees and steeper today. Daytime warming and strong March sunshine will allow conditions conducive for loose wet avalanches to form on those aspects.
"
367,"
March 5, 2014 at 6:58Avalanche danger remains MODERATE for all elevations and aspects on slopes 35 degrees and steeper due to a mix of loose wet snow and lingering wind slabs.
"
368,"
March 4, 2014 at 6:41Avalanche danger is MODERATE for all elevations and aspects on slopes 35 degrees and steeper due to a mix of wind slabs, loose wet snow, and wet slabs.
"
369,"
March 3, 2014 at 6:30Pockets of MODERATE avalanche danger remain near treeline and above treeline on NW-N-NE-E aspects on slopes 35 degrees and steeper due to lingering wind slabs. For all other areas, avalanche danger is LOW. Rain on snow may create isolated areas of loose wet avalanche activity, possible on any aspect on slopes 37 degrees and steeper.
"
370,"
March 2, 2014 at 7:00Pockets of MODERATE danger still exist on wind loaded slopes 35 degrees and steeper on NW-N-NE-E-SE aspects in near and above treeline terrain. Human triggered wind slab avalanches remain possible in some areas on these slopes especially on unsupported slopes, slopes with steep rollovers, couliors, and in complex and/or extreme terrain. The largest wind slabs exist south of Hwy. 50 where more snow fell. Some small loose wet avalanche activity may also occur today if the sun breaks through the clouds or temperatures climb higher than forecasted.
"
371,"
February 28, 2014 at 7:00CONSIDERABLE danger exists on slopes 35 degrees and steeper at all elevations on NW-N-NE aspects and on near and above treeline, wind loaded, W, E, and SE aspects. MODERATE avalanche danger exists in all other areas. Human triggered wind slab and storm slab avalanches are likely today.
"
372,"
February 27, 2014 at 6:43Near and above treeline, avalanche danger is MODERATE with pockets of CONSIDERABLE danger on NW-N-NE-E-SE aspects on slopes 35 degrees and steeper. Below treeline, avalanche danger is MODERATE on all aspects that held previous snow cover on slopes 35 degrees and steeper.
"
373,"
February 18, 2014 at 7:00Near and above treeline pockets of MODERATE avalanche danger still exist on wind loaded slopes 35 degrees and steeper on NW-N-NE-E-SE aspects due to lingering wind slabs. In wind protected areas below treeline and in wind scoured areas near and above treeline, avalanche danger remains LOW.
"
374,"
February 17, 2014 at 7:03Near and above treeline pockets of MODERATE avalanche danger still exist on wind loaded slopes 35 degrees and steeper on NW-N-NE-E-SE aspects due to lingering wind slabs. In wind protected areas below treeline and in wind scoured areas near and above treeline, avalanche danger remains LOW.
"
375,"
February 16, 2014 at 7:00Near and above treeline pockets of MODERATE avalanche danger may exist on slopes 35 degrees and steeper on NW-N-NE-E-SE aspects due to newly formed wind slabs. In wind protected areas below treeline and in wind scoured areas near and above treeline, avalanche danger remains LOW.
"
376,"
February 14, 2014 at 6:55Pockets of MODERATE avalanche danger may exist near and above treeline on NW-N-NE-E-SE aspects due to lingering unstable wind slabs on slopes 35 degrees and steeper. In wind protected areas below treeline and in wind scoured areas near and above treeline, avalanche danger is LOW.
"
377,"
February 13, 2014 at 6:44Avalanche danger is MODERATE with pockets of CONSIDERABLE avalanche danger near and above treeline on NW-N-NE-E-SE aspects due to unstable wind slabs on slopes 35 degrees and steeper. In wind protected areas below treeline and in wind scoured areas near and above treeline, avalanche danger is LOW.
"
378,"
February 12, 2014 at 7:00MODERATE avalanche danger exists on slopes 35 degrees and steeper on all aspects in near and above treeline terrain due to new wind slabs, the formation of loose wet snow, and unlikely but not impossible deep persistent slabs. MODERATE avalanche danger also exists below treeline on slopes 35 degrees and steeper on the SE-S-SW-W aspects due to the formation of loose wet snow.
"
379,"
February 11, 2014 at 7:00MODERATE avalanche danger exists on slopes 35 degrees and steeper on all aspects in near and above treeline terrain due to wind slabs, the formation of loose wet snow, and unlikely but not impossible deep persistent slabs. MODERATE avalanche danger also exists below treeline on slopes 35 degrees and steeper on the SE-S-SW-W aspects due to the formation of loose wet snow. Although they are becoming more difficult to trigger, large, deep, and destructive avalanches could still occur today.
"
380,"
February 7, 2014 at 5:54Areas of MODERATE avalanche danger will form today near and above treeline on the NW-N-NE-E-SE aspects on slopes 35 degrees and steeper as wind slabs continue to build. As higher intensity precipitation impacts the forecast area this evening through the overnight hours, avalanche danger is expected to increase to HIGH danger.
"
381,"
February 1, 2014 at 6:57Pockets of MODERATE avalanche danger exist at all elevations on NW-N-NE aspects on slope steeper than 32 degrees that held snowcover prior to the recent snowfall. For all other areas, avalanche danger is LOW. Persistent slabs and wet slabs remain an ongoing avalanche concern.
"
382,"
January 6, 2014 at 6:59Pockets of MODERATE avalanche danger may still exist on near and below treeline NW-N-NE aspects steeper than 32 degrees where consistent snow cover exists. Persistent slabs continue to lurk in these areas. Human triggered avalanches remain possible in these places. Lack of snow in all other areas has made the avalanche danger LOW or non-existent.
"
383,"
January 5, 2014 at 7:00Some pockets of MODERATE avalanche danger still exist on near treeline and below treeline NW-N-NE aspects steeper than 32 degrees where consistent snow cover exists. Persistent slabs continue to lurk in these areas. Human triggered avalanches remain possible where these pockets MODERATE avalanche danger still exist. Lack of snow in all other areas has made the avalanche danger LOW or non-existent.
"
384,"
January 4, 2014 at 6:53Pockets of MODERATE avalanche danger remain near treeline and below treeline on NW-N-NE aspects on slopes steeper than 32 degrees with consistent snow cover. This is due to lingering persistent slabs. In these areas, the possibility of human triggered avalanches remains ongoing. For all other areas avalanche danger is either LOW or non-existent due to the lack of snow cover.
"
385,"
January 3, 2014 at 6:42Pockets of  MODERATE avalanche danger remain near and below treeline on NW-N-NE aspects on slopes steeper than 32 degrees with consistent snow cover due to lingering persistent slabs. In these areas, the possibility of human triggered avalanches remains ongoing. For all other areas avalanche danger is either LOW or non-existent due to the lack of snow cover.
"
386,"
January 2, 2014 at 6:00Pockets of  MODERATE avalanche danger remain near and below treeline on NW-N-NE aspects on slopes steeper than 32 degrees where consistent snow cover exists. Lingering persistent slabs are keeping the possibility of human triggered avalanches ongoing in certain areas near treeline and below treeline on NW-N-NE aspects. For all other areas avalanche danger is either LOW or non-existent due to the lack of snow cover.
"
387,"
December 29, 2013 at 6:40Avalanche danger remains MODERATE near treeline and below treeline on NW-N-NE aspects on slopes steeper than 32 degrees due to lingering persistent slab instability.
Ongoing signs of snowpack instability have been observed on a regular basis. Human triggered avalanches remain possible. 
"
388,"
December 28, 2013 at 6:56Avalanche danger remains MODERATE near treeline and below treeline on NW-N-NE aspects on slopes steeper than 32 degrees due to lingering persistent slab instability.
Signs of snowpack instability are still observed on a near daily basis. Human triggered avalanches are possible. 
"
389,"
December 27, 2013 at 6:41Near treeline and below treeline avalanche danger remains MODERATE on NW-N-NE aspects on slopes steeper than 32 degrees due to lingering persistent slab instability.
Human triggered avalanches remain possible. 
"
390,"
December 26, 2013 at 6:58Near and below treeline NW-N-NE aspects still hold MODERATE avalanche danger on slopes steeper than 32 degrees because persistent slabs still remain in those areas.
Human triggered avalanches remain possible. Barely covered rocks, logs, stumps and other obstacles would increase the consequences of any avalanches that do occur.
"
391,"
December 23, 2013 at 6:38Near treeline and below treeline, MODERATE avalanche danger continues on NW-N-NE aspects on slopes 32 degrees and steeper due to lingering persistent slabs.
Human triggered avalanches remain possible. Shallow covered rocks, logs, and stumps are an additional hazard to backcountry travelers. Impact with rocks or trees while caught in an avalanche can greatly increase consequences.
"
392,"
December 22, 2013 at 6:43Near treeline and below treeline, MODERATE avalanche danger continues on NW-N-NE aspects on slopes 32 degrees and steeper due to lingering persistent slabs.
Human triggered avalanches remain possible. Shallow covered rocks, logs, and stumps are an additional hazard to backcountry travelers. Impact with rocks or trees while caught in an avalanche can greatly increase consequences.
"
393,"
December 21, 2013 at 6:49Near treeline and below treeline, MODERATE avalanche danger continues on NW-N-NE aspects on slopes 32 degrees and steeper due to lingering persistent slabs.
Human triggered avalanches remain possible. Shallow covered rocks, logs, and stumps are an additional hazard to backcountry travelers. Impact with rocks or trees while caught in an avalanche can greatly increase consequences.
"
394,"
December 17, 2013 at 6:30Avalanche danger remains MODERATE near treeline and below treeline on NW-N-NE aspects on slopes 32 degrees and steeper due to ongoing persistent slab instability.
Current conditions remain conducive to human triggered avalanches.
"
395,"
December 13, 2013 at 6:54On slopes steeper than 32 degrees, MODERATE avalanche danger exists on near and below treeline NW-N-NE aspects due to lingering persistent slabs. Human triggered persistent slabs remain possible. Remotely triggered avalanches can occur under these conditions. Some isolated areas of unstable snow may still remain on above treeline slopes as well.In addition to the avalanche danger a myriad of season-ending obstacles still lurks just below the surface. Conservative terrain selection, careful snowpack evaluation, and conservative decision-making are essential. "
396,"
December 12, 2013 at 6:49On slopes steeper than 32 degrees, MODERATE avalanche danger exists on near and below treeline NW-N-NE aspects due to lingering persistent slabs. Some isolated areas of unstable snow may still remain on above treeline slopes as well. Human triggered persistent slabs remain possible in near and below treeline terrain. Remotely triggered avalanches can occur under these conditions.
In addition to the avalanche danger a myriad of season-ending obstacles still lurks just below the surface. Conservative terrain selection, careful snowpack evaluation, and conservative decision-making are essential.
"
397,"
December 10, 2013 at 6:54On slopes steeper than 30 degrees, MODERATE avalanche danger exists at all elevations on NW-N-NE aspects an on the near and above treeline E-SE aspects due to a combination of widespread persistent slabs and lingering wind slabs. Human triggered persistent slabs remain possible in near and below treeline terrain. Remotely triggered avalanches can occur under these conditions. In addition to the avalanche danger a myriad of season-ending obstacles still lurks just below the surface. Conservative terrain selection, careful snowpack evaluation, and conservative decision-making are essential.I will update the advisory next on Thurday morning at 7am.  "
398,"
December 9, 2013 at 6:30CONSIDERABLE avalanche danger exists in near and below treeline terrain on NW-N-NE aspects 30 degrees and steeper due to widespread persistent slabs. Human triggered persistent slabs remain likely today in near and below treeline terrain. Remotely triggered avalanches can occur under these conditions. MODERATE avalanche danger remains on the near and above treeline NW-N-NE-E-SE aspects due to lingering wind slabs. In addition to the avalanche danger a myriad of season-ending obstacles still lurks just below the surface. Conservative terrain selection, careful snowpack evaluation, and conservative decision-making are essential.
"
399,"
April 11, 2013 at 7:00Small pockets of MODERATE avalanche danger may exist on near and below treeline slopes steeper than 35 degrees that received rain last night and this morning. Daytime warming may also cause small shallow wet snow instabilities to form.
"
400,"
April 9, 2013 at 7:00Near and above treeline, very isolated pockets of MODERATE avalanche danger exist on E-SE-S-SW-W-NW aspects on slopes 35 degrees and steeper due to small shallow wind slabs. For all other areas, avalanche danger remains LOW.
"
401,"
April 8, 2013 at 6:40Near and above treeline, areas of MODERATE avalanche danger exist on NW-N-NE-E-SE aspects on slopes 35 degrees and steeper due to newly formed wind slabs. For all other areas, avalanche danger remains LOW. "
402,"
April 5, 2013 at 7:00Below 8000 ft. pockets of MODERATE    danger exist on all aspects on  slopes 35 degrees   and steeper. Human triggered loose wet avalanches   remain possible today in some areas. "
403,"
April 4, 2013 at 7:00Both above and below treeline, MODERATE   danger will form on all aspects below 8500 ft. on  slopes 35 degrees  and steeper due to rain on snow. Human triggered loose wet avalanches  remain possible today. "
404,"
April 3, 2013 at 7:00Both above and below treeline, MODERATE  danger will form on all aspects and elevations on  slopes 35 degrees and steeper due to daytime warming. Human triggered loose wet avalanches remain possible today. "
405,"
April 1, 2013 at 6:40Above 7,000', avalanche danger is MODERATE on all aspects on slopes 35 degrees and steeper due to a mix of storms slabs and wind slabs. Below 7,000', avalanche danger is LOW with pockets of MODERATE danger on all aspects on slopes 35 degrees and steeper due to the possibility of human triggered loose wet avalanches. "
406,"
March 30, 2013 at 7:00Pockets of MODERATE       avalanche danger will form today on slopes steeper than 37 degrees  below 8,000' due to   daytime warming and rain on snow. Human  triggered wet loose avalanches will be possible in some areas. "
407,"
March 24, 2013 at 7:00In near and above treeline terrain, a few isolated pockets of MODERATE    avalanche danger may remain on NW-N-NE aspects on slopes 35 degrees  and  steeper due to lingering wind slabs. Below treeline pockets of MODERATE   avalanche danger may form due to daytime warming on the sun-exposed E-SE-S-SW-W aspects on slopes steeper than 35 degrees. "
408,"
March 23, 2013 at 7:00In above treeline terrain, a few isolated pockets of MODERATE   avalanche danger may remain on NW-N-NE-E aspects on slopes 35 degrees and  steeper due to lingering wind slabs. Below treeline pockets of MODERATE   avalanche danger may form due to daytime warming on the sun-exposed E-SE-S-SW-W aspects on slopes steeper than 35 degrees. "
409,"
March 22, 2013 at 7:00Both above and below treeline, pockets of MODERATE  avalanche danger will exist on all aspects on slopes 35 degrees and steeper due to a combination of new and old wind slabs and wet snow instabilities formed by sunshine and daytime warming. "
410,"
March 20, 2013 at 7:00Increasing avalanche danger this morning will rise to widespread MODERATE danger with pockets of CONSIDERABLE danger forming today in near and above treeline areas on NW-N-NE-E aspects on slopes 35 degrees and steeper as wind slabs continue to grow in size and depth. Pockets of CONSIDERABLE danger are possible in below treeline areas below 7,500' as rain on snow keeps the possibility of loose wet snow avalanches ongoing, especially on NW-N-NE aspects on slopes 37 degrees and steeper. "
411,"
March 13, 2013 at 6:59Both above and below treeline, areas of MODERATE    avalanche danger exist on all aspects on slopes 35 degrees and  steeper   due to a combination of persistent slabs on NW-N-NE aspects and wet snow instability on all aspects. "
412,"
March 12, 2013 at 7:00Both above and below treeline, areas of MODERATE    avalanche danger exist on all aspects on slopes 35 degrees and  steeper   due to a combination of persistent slabs, wind slabs, and wet  snow  instabilities. Human triggered avalanches remain  possible today. Areas of  instability may exist near areas of stable  snow. "
413,"
March 11, 2013 at 7:00Both above and below treeline, areas of MODERATE   avalanche danger exist on all aspects on slopes 35 degrees and steeper   due to a combination of persistent slabs, wind slabs, and wet snow  instabilities in some areas. Human triggered avalanches remian possible today. Expect to find areas of  instability within large surrounding areas of stable  snow. "
414,"
March 10, 2013 at 7:07Both above and below treeline, areas of MODERATE  avalanche danger exist on all aspects on slopes 35 degrees and steeper  due to a combination of persistent slabs, new wind slabs, and wet snow instabilities in some areas. Expect to find  localized areas of instability within large surrounding areas of stable  snow. "
415,"
March 7, 2013 at 7:58Near and above treeline, areas of MODERATE avalanche danger exist on all aspects on slopes steeper than 35 degrees due to recently formed wind slabs. Below treeline, pockets of MODERATE avalanche danger exist on all aspects on slopes steeper than 35 degrees due to recently formed storm slabs. "
416,"
March 5, 2013 at 8:00Pockets of MODERATE  avalanche danger exist on the N-NE-E aspects above 7500 ft. Above treeline small winds slabs have started to form and below treeline small human-triggered  loose snow avalanches remain  possible in these areas on slopes 35 degrees and steeper. The avalanche danger will increase as more snow and wind impact the region tonight and tomorrow. "
417,"
March 4, 2013 at 8:03Pockets of MODERATE avalanche danger exist on all aspects above 7500 ft. due to new snow with weaknesses near the bottom of the new snow. Small human-triggered loose snow avalanches and some small storm slab avalanches will be possible in these areas on slopes 35 degrees and steeper. "
418,"
March 3, 2013 at 7:57Near and above treeline, areas of MODERATE avalanche danger will develop this morning as new wind slabs form on the most heavily wind loaded NW-N-NE-E-SE aspects on slopes 35 degrees and steeper. For all other areas, avalanche danger remains LOW. In low elevation areas where rain continues to fall today, isolated loose wet snow avalanches are possible on slopes 37 degrees and steeper. "
419,"
February 23, 2013 at 7:50Near and above treeline, avalanche danger is MODERATE on NW-N-NE-E-SE-S aspects on slopes 35 degrees and steeper due to a new round of wind slab formation that occurred last night. For all other areas, avalanche danger is LOW. The greatest areas of instability are expected near and along the Sierra Crest. "
420,"
February 22, 2013 at 8:00In near and above treeline terrain, some pockets of MODERATE   avalanche danger may still linger on all aspects on slopes 35 degrees and  steeper where wind slabs rest on weak snow. Human triggered avalanches  will remain possible  today in these areas. Below treeline the avalanche  danger remains LOW even though some small loose snow  instabilities may still continue. "
421,"
February 21, 2013 at 7:52In near and above treeline terrain, MODERATE  avalanche danger exists on all aspects on slopes 35 degrees and steeper where wind slabs rest on weak snow. Human triggered avalanches will remain possible  today in these areas. Below treeline the avalanche danger has decreased to LOW even though some small loose snow instabilities do remain possible. "
422,"
February 11, 2013 at 7:54Near and above treeline, pockets of MODERATE avalanche danger exist on SE-S-SW-W-NW aspects on slopes 35 degrees and steeper. Expect to find small wind slabs in a variety of lee areas near ridgelines. For below treeline areas, avalanche danger remains LOW. "
423,"
February 9, 2013 at 8:01On slopes steeper than 35 degrees, isolated pockets of MODERATE     avalanche danger may remain on near and above treeline  aspects along the Sierra Crest due wind slabs resting on frozen crusts. Small loose snow avalanches  may also be possible on some steep slopes at all elevations today due unconsolidated snow resting on those frozen crusts. "
424,"
February 8, 2013 at 7:55On slopes steeper than 35 degrees, isolated pockets of MODERATE    avalanche danger may exist on near and above treeline  aspects due new wind slabs resting on frozen crusts. Small loose dry snow avalanches may also be possible on some steep slopes at all elevations today due new snow resting on frozen crusts. "
425,"
January 29, 2013 at 7:53Isolated pockets of  MODERATE    avalanche danger exist on slopes steeper than 35 degrees on near and above treeline SE-S-SW-W aspects due to NE winds building wind slabs on those aspects. LOW avalanche danger exists on all other aspects. Even though the avalanche danger remains isolated other hazards like long sliding falls on hard icy snow do still exist in the backcountry. "
426,"
January 27, 2013 at 8:00On slopes steeper than 35 degrees, pockets of MODERATE   avalanche danger exist on near and above treeline NW-N-NE-E-SE aspects due to newly formed wind slabs resting on frozen rain crusts. Small loose dry snow avalanches may be possible on some steep slopes today due new snow resting on frozen crusts. "
427,"
January 26, 2013 at 7:37Pockets of MODERATE  avalanche danger exist below treeline on N-NE aspects on slopes 37  degrees and steeper. For all other areas, avalanche danger remains LOW. Small loose wet snow avalanches remain possible in a variety of areas today due to recent rain on snow. "
428,"
January 25, 2013 at 7:50Pockets of MODERATE avalanche danger exist below treeline on N-NE aspects on slopes 35 degrees and steeper. For all other areas, avalanche danger remains LOW. Small loose wet snow avalanches are possible today due to rain on snow. "
429,"
January 17, 2013 at 7:59Near and above treeline  on slopes steeper than 35 degrees, MODERATE    avalanche danger exists on SE-S-SW-W-NW aspects with pockets of MODERATE danger on the E and N aspects due to recently  formed wind  slabs resting on a variety of weak layers and daytime warming. Below treeline  avalanche  danger is LOW with pockets of MODERATE danger on the SE-S-SW aspects due to daytime warming. "
430,"
January 16, 2013 at 7:59Near and above treeline, avalanche danger is MODERATE   on all aspects on slopes steeper than 35 degrees due to recently formed wind  slabs resting on a variety of weak layers. Below treeline avalanche  danger is LOW. Even in the LOW danger areas unstable snow could still exist on isolated terrain features. "
