,0
301,"
December 9, 2014 at 6:30Avalanche danger is LOW for all elevations and aspects. Normal caution is advised.
 
"
302,"
December 8, 2014 at 6:59Avalanche danger is LOW for all elevations and aspects. Normal caution is advised.
 
"
303,"
December 7, 2014 at 6:56Avalanche danger is LOW for all elevations and aspects. Low likelihood high consequence large size persistent slab avalanches remain a lingering concern in isolated areas above 9,000' on NW-N-NE aspects both above and below treeline.
"
304,"
April 20, 2014 at 6:35In response to daytime warming, avalanche danger will quickly rise from to LOW danger early this morning to MODERATE danger later this morning for all elevations and aspects on slopes 37 degrees and steeper. Human triggered loose wet avalanches will become possible. Natural avalanches remain unlikely.
"
305,"
April 16, 2014 at 6:48Early this morning, avalanche danger is LOW for all elevations and aspects. Areas of MODERATE danger will form as the day progresses on all aspects at all elevations on slopes 37 degrees and steeper. Human triggered loose wet avalanches will become possible. Natural avalanches remain unlikely.
"
306,"
April 15, 2014 at 6:33Early this morning, avalanche danger is LOW for all elevations and aspects. Areas of MODERATE danger will form quickly today on all aspects at all elevations on slopes 37 degrees and steeper. Human triggered loose wet avalanches are possible. Natural avalanches are unlikely.
"
307,"
April 14, 2014 at 6:54Early this morning, avalanche danger is LOW for all elevations and aspects. In response to daytime warming, pockets of MODERATE danger will form on all aspects at all elevations on slopes 37 degrees and steeper. Human triggered loose wet avalanches are possible. Natural avalanches are unlikely.
"
308,"
April 10, 2014 at 6:49Early this morning, avalanche danger is LOW for all elevations and aspects. Avalanche danger will quickly increase to MODERATE danger by the late morning hours for all elevations and aspects in response to daytime warming. Small human triggered loose wet avalanches are expected today. Natural avalanche activity is unlikely but not impossible.
"
309,"
April 9, 2014 at 6:47Early this morning, avalanche danger is LOW for all elevations and aspects. Avalanche danger will quickly increase to MODERATE danger by the mid morning hours for all elevations and aspects in response to daytime warming. Small human triggered loose wet avalanches are expected today. Isolated small natural loose wet avalanches are unlikely but not impossible.
"
310,"
April 8, 2014 at 6:47Early this morning, avalanche danger is LOW for all elevations and aspects. Avalanche danger will quickly increase to MODERATE danger by the late morning hours for all elevations and aspects in response to daytime warming. Small human triggered loose wet avalanches are expected today. Small naturally occurring loose wet avalanches are possible in isolated areas.
"
311,"
April 4, 2014 at 6:43Avalanche danger remains LOW for all elevations and aspects. Isolated areas of small unstable wind slabs may form today in wind loaded areas near and above treeline on N-NE-E aspects. Normal caution is advised.
"
312,"
April 3, 2014 at 6:53Avalanche danger is LOW for all elevations and aspects. Isolated areas of wind slab and persistent slab instability may exist, especially in complex or extreme terrain. Normal caution is advised.
"
313,"
March 31, 2014 at 7:00MODERATE avalanche danger exists on NW-N-NE-E-SE aspects on slopes 35 degrees and steeper due to lingering wind slabs and persistent slabs. Human triggered avalanches are possible in these areas. For all other areas avalanche danger is LOW.
"
314,"
March 25, 2014 at 7:00The avalanche danger should remain LOW for all elevations and aspects today. Continue to use normal caution when traveling in the backcountry.
A winter storm expected to impact the region starting tonight will cause the avalanche danger to increase tonight and tomorrow as new snow and wind affect the area.
"
315,"
March 24, 2014 at 6:54The avalanche danger should remain LOW for all elevations and aspects today. Continue to use normal caution when traveling in the backcountry. A winter storm expected to impact the region Tuesday night and Wednesday will cause the avalanche danger to increase as it delivers snow and wind to the area.
"
316,"
March 23, 2014 at 6:37Avalanche danger remains LOW for all elevations and aspects. Normal caution is advised.
"
317,"
March 22, 2014 at 6:44Avalanche danger remains LOW for all elevations and aspects. Normal caution is advised.
"
318,"
March 21, 2014 at 6:54Avalanche danger remains LOW for all elevations and aspects. Normal caution is advised.
"
319,"
March 20, 2014 at 7:00The avalanche danger should remain LOW for all elevations and aspects today. Continue to use normal caution when traveling in the backcountry.
"
320,"
March 19, 2014 at 7:00The avalanche danger should remain LOW for all elevations and aspects today. Continue to use normal caution when traveling in the backcountry.
"
321,"
March 17, 2014 at 6:35Avalanche danger is LOW for all elevations and aspects. Normal caution is advised.
"
322,"
March 15, 2014 at 6:53Avalanche danger is LOW for all elevation and aspects. Small isolated areas of loose wet instability will form today in response to daytime heating on slopes 37 degrees and steeper. These areas of instability are not expected to pose a significant hazard to backcountry travelers due to minimal size. Normal caution is advised.
"
323,"
March 14, 2014 at 6:55This morning the avalanche danger remains LOW for all elevations and aspects. As the day warms up loose wet snow instabilities will become possible and pockets of MODERATE avalanche danger may form on the E-SE-S-SW-W aspects. The southerly aspects that receive the most sunshine will be the most suspect.
"
324,"
March 13, 2014 at 6:52This morning the avalanche danger remains LOW for all elevations and aspects. As the day warms up loose wet snow instabilities will become possible and areas of MODERATE avalanche danger will form on the E-SE-S-SW-W aspects. The southerly aspects will be the most suspect.
"
325,"
March 12, 2014 at 7:00The avalanche danger remains LOW for all elevations and aspects. Remember areas of unstable snow may still exist on isolated terrain features during LOW danger. Small wind slabs may exist in extreme terrain. Loose wet snow instability will remain unlikely unless the temperatures climb higher than forecast and/or the cold east winds decrease.
"
326,"
March 11, 2014 at 6:54Avalanche danger is LOW for all elevations and aspects. Please keep in mind that LOW danger does not equal no danger. Isolated areas of small wind slab and small wet loose instability may be encountered today on slopes 35 degrees and steeper.
"
327,"
February 26, 2014 at 6:59During daylight hours, avalanche danger is expected to remain LOW for all elevations and aspects. As snowfall intensity increases tonight, a significant increase in avalanche danger will occur with natural avalanche activity possible.
"
328,"
February 25, 2014 at 6:56Avalanche danger remains LOW for all elevations and aspects. Continue to exercise normal caution while traveling in the backcountry.
"
329,"
February 24, 2014 at 7:00The avalanche danger remains LOW at all elevations and on all aspects. Continue to use normal caution when traveling in the backcountry.
"
330,"
February 23, 2014 at 6:53The avalanche danger remains LOW at all elevations and on all aspects. Continue to use normal caution when traveling in the backcountry.
"
331,"
February 22, 2014 at 6:48The avalanche danger remains LOW at all elevations and on all aspects. Continue to use normal caution when traveling in the backcountry.
"
332,"
February 21, 2014 at 6:44Avalanche danger is LOW for all elevations and aspects. Normal caution is advised.
"
333,"
February 20, 2014 at 6:56Avalanche danger is LOW for all elevations and aspects. Isolated areas of unstable wind slab may exist above treeline on N-NE aspects in complex or extreme terrain. Normal caution is advised.
"
334,"
February 19, 2014 at 6:52Avalanche danger is LOW for all elevations and aspects. Isolated areas of lingering unstable wind slab may remain above treeline on N-NE aspects in complex or extreme terrain. Normal caution is advised.
"
335,"
February 15, 2014 at 6:42Avalanche danger is LOW for all elevations and aspects. Normal caution is advised. Insolated areas of instability may exist near and above treeline in complex or extreme terrain.
"
336,"
February 5, 2014 at 6:58The avalanche danger remains LOW at all elevations and on all aspects. Even though avalanches have become unlikely on a regional scale, some unstable snow could still lurk on isolated terrain features or in extreme terrain.
"
337,"
February 4, 2014 at 7:00The avalanche danger remains LOW at all elevations and on all aspects. Even though avalanches have become unlikely on a regional scale some unstable snow could still lurk on small isolated terrain features or in extreme terrain.
"
338,"
February 3, 2014 at 6:36Avalanche danger is LOW for all elevations and aspects. Keep in mind that the definition of LOW danger states that human triggered avalanches are unlikely on a regional scale but could still occur in isolated areas or extreme terrain.
"
339,"
February 2, 2014 at 6:59Avalanche danger is LOW for all elevations and aspects. Keep in mind that the definition of LOW danger states that human triggered avalanches are unlikely on a regional scale but could still occur in isolated areas or extreme terrain.
"
340,"
January 29, 2014 at 7:00Avalanche danger remains LOW for most areas today. In areas where rain falls on the snowpack, pockets of MODERATE danger could form on NW-N-NE-E aspects on slopes steeper than 37 degrees due to the possibility of loose wet avalanches.
The avalanche danger will increase tonight and tomorrow as a strong winter storm brings wind, some rain, and 1-2 ft of snow above 7000 ft. The new load on top of the already weak snowpack should cause the avalanche danger to reach HIGH meaning that natural and human triggered avalanches will become very likely tonight and tomorrow. Travel in and around avalanche terrain is not recommended tonight or during the day tomorrow.
"
341,"
January 28, 2014 at 6:51For today, avalanche danger is generally LOW. Pockets of MODERATE danger may form on NW-N-NE-E aspects on slopes 37 degrees and steeper due to rain on snow. Areas where light rain falls on sugary, faceted surface snow hold the greatest possibility of loose wet avalanches. Rain may fall as high as 8,000' to 9,500' across the forecast area today. Snow level will generally be higher in the southern half of the area. Avalanche danger is generally nonexistent on SE-S-SW-W aspects due to the lack of snow cover.
"
342,"
January 27, 2014 at 6:50An increase in avalanche danger my occur tonight into tomorrow. For today avalanche danger remains LOW at all elevations on snow covered NW-N-NE-E aspects. Avalanche danger is generally nonexistent on SE-S-SW-W aspects due to the lack of snow cover. The possibility of rain on snow tonight has the potential to increase avalanche danger. Depending on how much rain reaches the ground, natural wet loose snow avalanches could occur late tonight and early tomorrow morning.
"
343,"
January 26, 2014 at 6:58Avalanche danger remains LOW at all elevations on snow covered NW-N-NE-E aspects. Avalanche danger is generally nonexistent on SE-S-SW-W aspects due to the lack of snow cover.
"
344,"
January 25, 2014 at 6:50Avalanche danger remains LOW at all elevations on snow covered NW-N-NE-E aspects. Avalanche danger and snow cover are generally nonexistent on SE-S-SW-W aspects.
"
345,"
January 24, 2014 at 6:57Avalanche danger remains LOW at all elevations on snow covered NW-N-NE-E aspects. Avalanche danger and snow cover are generally nonexistent on SE-S-SW-W aspects.
"
346,"
January 23, 2014 at 6:59Avalanche danger remains LOW at all elevations on snow covered NW-N-NE-E aspects. Avalanche danger and snow cover are generally nonexistent on SE-S-SW-W aspects.
"
347,"
January 22, 2014 at 6:40Avalanche danger is LOW at all elevations on snow covered NW-N-NE-E aspects. Avalanche danger is generally nonexistent on SE-S-SW-W aspects due to a lack of snowcover.
"
348,"
January 21, 2014 at 6:45Avalanche danger is LOW at all elevations on snow covered NW-N-NE-E aspects. Avalanche danger is generally nonexistent on SE-S-SW-W aspects due to a lack of snowcover.
"
349,"
January 19, 2014 at 6:56Avalanche danger remains LOW on snow covered NW-N-NE-E aspects. Overall, triggering an avalanche has become unlikely, but a few small areas of unstable snow may still exist on isolated terrain features. The avalanche danger on SE-S-SW-W aspects remains nonexistent due to a lack of snow. Brandon will update the advisory by Tuesday at 7am.
"
350,"
January 18, 2014 at 6:48Avalanche danger remains LOW on snow covered NW-N-NE-E aspects. A few small areas of unstable snow may still exist on isolated terrain features. The avalanche danger on SE-S-SW-W aspects remains nonexistent due to a lack of snow.
"
351,"
January 17, 2014 at 7:00Avalanche danger remains LOW on snow covered NW-N-NE-E aspects. A few small areas of unstable snow may still exist on isolated terrain features. On SE-S-SW-W aspects a lack of snow makes the avalanche danger generally nonexistent.
"
352,"
January 16, 2014 at 6:44Avalanche danger is LOW for all elevations on snow covered NW-N-NE-E aspects. Encountering an isolated area of unstable snow has become unlikely, but may still be possible due to the variability that can exist on a regional scale. Due to melt, avalanche danger on SE-S-SW-W aspects is generally nonexistent.
"
353,"
January 15, 2014 at 6:42Avalanche danger is LOW for all elevations on snow covered NW-N-NE-E aspects. Human triggered avalanches are unlikely at this time. Encountering an isolated area of unstable snow has become unlikely, but may still be possible due to the variability that can exist on a regional scale. Due to melt, avalanche danger on SE-S-SW-W aspects is generally nonexistent.
"
354,"
January 14, 2014 at 6:53Avalanche danger is LOW at all elevations on snow covered NW-N-NE-E aspects. Human triggered avalanches are unlikely but not impossible. Isolated areas of unstable snow may exist on isolated terrain features. Due to melt, avalanche danger on SE-S-SW-W aspects is generally nonexistent.
"
355,"
January 13, 2014 at 7:00The avalanche danger has returned to LOW on all snow covered slopes. Human triggered avalanches are unlikely today but not impossible. Some unstable snow may continue to lurk on isolated terrain features. The SE-S-SW-W aspects do not have enough snow cover on them to warrant a danger rating.
"
356,"
January 12, 2014 at 7:00The avalanche danger is LOW for most areas with consistent snow cover and nonexistent for areas without snow. On a few of the near treeline NW-N-NE aspects that received the most snow yesterday, some pockets of MODERATE avalanche danger may exist where human triggered avalanches may be possible on slopes steeper than 32 degrees. These more fragile areas are mostly likely to exist where small wind slabs formed above persistent weak layers.
"
357,"
January 11, 2014 at 7:05This morning the avalanche danger remains LOW for areas with consistent snow cover. As snow and wind impact the region some pockets of MODERATE avalanche danger may form on near and above treeline NW-N-NE-E-SE aspects steeper than 32 degrees. The most likley places where human triggered avalanches could become possible are the near treeline NW-N-NE aspects where the wind slabs could sit on top of persistent weak layers. "
358,"
January 10, 2014 at 6:47Avalanche danger is LOW for snow covered areas at all elevations on NW-N-NE-E aspects. For all other areas, avalanche danger is generally nonexistent due to a lack of snow cover. "
359,"
January 9, 2014 at 6:51Avalanche danger is LOW for snow covered areas at all elevations on NW-N-NE-E aspects. For all other areas, avalanche danger is generally nonexistent due to a lack of snow cover.
"
360,"
January 8, 2014 at 6:51Avalanche danger is LOW for snow covered areas at all elevations on NW-N-NE-E aspects. For all other areas, avalanche danger is generally non-existant due to a lack of snow cover.
"
361,"
January 7, 2014 at 7:00The avalanche danger has dropped to LOW on all snow covered slopes due to a shrinking snowpack. Human triggered avalanches are unlikely today but not impossible. Some persistent slabs may continue to lurk on isolated terrain features. The SE-S-SW-W aspects do not have enough snow cover on them to warrant a danger rating.
"
362,"
April 14, 2013 at 6:39Early this morning, avalanche danger is LOW for all elevations and aspects. As the day progresses, areas of MODERATE danger will form on all aspects at all elevations on slopes 37 degrees and steeper in response to daytime warming. Small human triggered loose wet avalanches will become possible.
"
363,"
April 13, 2013 at 6:36Early this morning, avalanche danger is LOW for all elevations and aspects. As the day progresses, areas of MODERATE danger will form on all aspects at all elevations on slopes 37 degrees and steeper in response to daytime warming. Small human triggered loose wet avalanches will become possible.
"
364,"
April 12, 2013 at 6:32Early this morning, avalanche danger is LOW for all elevations and aspects. As the day progresses, areas of MODERATE danger will form on all aspects at all elevations on slopes 37 degrees and steeper in response to daytime warming. Small human triggered loose wet avalanches will become possible.
"
365,"
April 10, 2013 at 6:39This morning the avalanche danger is LOW. As the day warms up, small pockets of MODERATE avalanche danger may form on E-SE-S-SW-W aspects on slopes 35 degrees and steeper due to daytime warming creating small shallow wet snow instabilities. "
366,"
April 7, 2013 at 6:40For most of today, avalanche danger will remain LOW for all elevations and aspects. Very isolated pockets of lingering wind slab may exist in recently wind loaded areas above treeline. After 5 pm today, pockets of MODERATE avalanche danger are expected to form in near treeline and above treeline terrain mainly on N-NE-E aspects as additional snowfall and wind create new wind slabs. "
367,"
April 6, 2013 at 6:43Avalanche danger is LOW for all elevations and aspects. Very isolated pockets of wind slab exist in recently wind loaded areas above treeline. Normal caution is advised. "
368,"
March 29, 2013 at 7:00This morning, avalanche danger is LOW for all elevations and aspects. Pockets of MODERATE      avalanche danger may form today on slopes steeper than 37 degrees below 8,000' due to   daytime warming and possible rain on snow this afternoon.  Small human  triggered wet loose avalanches may become possible in some areas. "
369,"
March 28, 2013 at 7:00Avalanche danger is LOW for all elevations and aspects. Continue to use normal caution when travelling in the backcountry. "
370,"
March 27, 2013 at 6:35Avalanche danger is LOW for all elevations and aspects. Normal caution is advised. "
371,"
March 26, 2013 at 6:32Avalanche danger is LOW for all elevations and aspects. Normal caution is advised. "
372,"
March 25, 2013 at 6:48Avalanche danger is LOW for all elevations and aspects. Isolated areas of loose wet snow instability may form during the afternoon hours on open sun exposed slopes 37 degrees and steeper. "
373,"
March 19, 2013 at 6:43This morning, avalanche danger is LOW for all elevations and aspects. Pockets of MODERATE     avalanche danger may form this afternoon on the E-SE-S-SW-W aspects below 8,000' on slopes 35 degrees and steeper due to   daytime warming. Human  triggered wet snow avalanches may become possible. "
374,"
March 18, 2013 at 6:59This morning the avalanche danger is LOW for all elevations and aspects. Pockets of MODERATE    avalanche danger may form on the E-SE-S-SW-W aspects in both above  and below treeline terrain on slopes steeper than 35 degrees due to  daytime warming. Human  triggered wet snow avalanches will become possible. "
375,"
March 17, 2013 at 7:00This morning the avalanche danger is LOW for all elevations and aspects. MODERATE   avalanche danger may form on the E-SE-S-SW-W aspects in both above and below treeline terrain on slopes steeper than 35 degrees due to daytime warming. Some pockets of MODERATE danger could also form on the below treeline NW-N-NE aspects. Human  triggered wet snow avalanches will become possible. "
376,"
March 16, 2013 at 6:54This morning the avalanche danger is LOW for all elevations and aspects. Pockets of MODERATE  avalanche danger may form both above and below treeline on all  aspects on slopes 35 degrees and steeper due to daytime warming. Human triggered loose wet avalanches will become possible. "
377,"
March 15, 2013 at 6:51Early this morning, avalanche danger is LOW for all elevations and aspects. Pockets of MODERATE avalanche danger will form today both above and below treeline on all aspects on slopes 35 degrees and steeper in response to daytime warming. As snow surface melting progresses, human triggered loose wet avalanches will become possible. "
378,"
March 9, 2013 at 8:01Both above and below treeline, avalanche danger is LOW with pockets of MODERATE avalanche danger on NW-N-NE aspects on slopes 35 degrees and steeper due to the presence of persistent slabs in some areas. Expect to find localized areas of instability within large surrounding areas of stable snow. "
379,"
March 8, 2013 at 7:47Near and above treeline, avalanche danger is LOW with pockets of MODERATE danger on NW-N-NE-E-SE aspects on slopes steeper than 35 degrees due to lingering wind slabs. Below treeline, avalanche danger is LOW with pockets of MODERATE danger on NW-N-NE aspects on slopes steeper than 35 degrees due to lingering storm slabs. Areas of unstable snow will exist within surrounding areas of stable snow. "
380,"
March 2, 2013 at 7:49Avalanche danger remains LOW for all elevations and aspects. Continue to use normal caution while traveling in the  backcountry. "
381,"
March 1, 2013 at 7:40Avalanche danger remains LOW for all elevations and aspects. Continue to use normal caution while traveling in the  backcountry. "
382,"
February 28, 2013 at 8:00On a regional scale the avalanche danger remains LOW for all elevations and aspects. While finding a small isolated unstable wind slab is unlikely, it is not impossible today in a few scattered places in near treeline or above treeline  terrain. Continue to use normal caution when traveling in the  backcountry. "
383,"
February 27, 2013 at 8:00On a regional scale the avalanche danger remains LOW for most elevations and aspects. Very isolated and sporadic pockets of MODERATE danger may exist in complex or extreme near and above treeline terrain where isolated unstable wind slabs  rest on layers of weak snow. Continue to use normal caution when traveling in the  backcountry. "
384,"
February 26, 2013 at 8:00On a regional scale the avalanche danger remains LOW for all elevations and aspects. Finding an isolated unstable wind slab is unlikely but not impossible today in near treeline or above treeline terrain. Continue to use normal caution when traveling in the backcountry. "
385,"
February 25, 2013 at 7:30Avalanche danger is LOW for all elevations and aspects. Finding an isolated unstable wind slab is unlikely but not impossible today in near treeline or above treeline terrain. Normal caution is advised. "
386,"
February 24, 2013 at 7:40Avalanche danger is LOW for all elevations and aspects. Finding an isolated unstable wind slab is unlikely but not impossible today in near treeline or above treeline terrain. Normal caution is advised. "
387,"
February 19, 2013 at 7:49Avalanche danger starting at LOW danger early this morning will steadily increase as the day progresses. Avalanche danger is expected to become CONSIDERABLE this afternoon near and above treeline on NW-N-NE-E-SE aspects on slopes 35 degrees and steeper. Below treeline, avalanche danger will increase to MODERATE danger with pockets of CONSIDERABLE danger on NW-N-NE aspects on slopes 35 degrees and steeper. "
388,"
February 18, 2013 at 7:55Avalanche danger remains LOW for all elevations and aspects. Avalanche danger will increase beginning early Tuesday morning. "
389,"
February 17, 2013 at 7:49Avalanche danger remains LOW for all elevations and aspects. Continue to use normal caution while traveling in the backcountry. "
390,"
February 16, 2013 at 7:56The avalanche danger remains LOW for all elevations and aspects. Continue to use normal caution when traveling in the backcountry. "
391,"
February 15, 2013 at 7:52The avalanche danger remains LOW for all elevations and aspects. Continue to use normal caution when traveling in the backcountry. "
392,"
February 14, 2013 at 8:00The avalanche danger remains LOW for all elevations and aspects. Continue to use normal caution when traveling in the backcountry. "
393,"
February 13, 2013 at 7:31Avalanche danger is LOW for all elevations and aspects. Normal caution is advised. "
394,"
February 12, 2013 at 7:45Avalanche danger is LOW for all elevations and aspects. Isolated areas of unstable hard wind slabs may exist in recently wind loaded areas near and above treeline. Normal caution is advised. "
395,"
February 10, 2013 at 8:00In most areas the avalanche danger is LOW. On a few isolated slopes steeper than 35 degrees, small pockets of MODERATE      avalanche danger may remain on near and above treeline  aspects  along the Sierra Crest due wind slabs resting on frozen crusts. Small  loose snow avalanches  may also be possible on some steep slopes at all  elevations today due unconsolidated snow resting on those frozen crusts. "
396,"
February 7, 2013 at 7:52For most of today, avalanche danger will remain LOW for all elevations and aspects. Increasing avalanche danger will occur this evening and during the overnight hours as wind slabs form near and above treeline on NW-N-NE-E-SE aspects and human triggered avalanches become possible. "
397,"
February 6, 2013 at 7:50Avalanche danger remains LOW for all elevations and aspects. Normal caution is advised. "
398,"
February 5, 2013 at 7:45Avalanche danger remains LOW for all elevations and aspects. Normal caution is advised. "
399,"
February 4, 2013 at 7:47The avalanche danger remains LOW for all elevations and aspects. Continue to use normal caution when travelling in the backcountry. "
400,"
February 3, 2013 at 7:40The avalanche danger remains LOW for all elevations and aspects. Continue to use normal caution when travelling in the backcountry. "
401,"
February 2, 2013 at 8:00The avalanche danger remains LOW for all elevations and aspects. Continue to use normal caution when travelling in the backcountry. "
402,"
February 1, 2013 at 7:57Avalanche danger is LOW for all elevations and aspects. Normal caution is advised. "
403,"
January 31, 2013 at 7:45Avalanche danger is LOW for all elevations and aspects. Normal caution is advised. "
404,"
January 30, 2013 at 7:45Avalanche danger is LOW for all elevations and aspects. Normal caution is advised. In some above treeline areas, surface rain crusts are smooth, hard, and difficult to travel. Long sliding falls may be difficult to self arrest. "
405,"
January 28, 2013 at 7:47Even though small avalanches could occur today in isolated areas or extreme terrain due to isolated small, shallow wind slabs, the avalanche danger is LOW    on all aspects and at all elevations on a regional scale. While the avalanche danger may be LOW, other hazards like long sliding falls on hard icy snow do still exist in the backcountry. "
406,"
January 24, 2013 at 7:49Avalanche danger remains LOW   for all elevations and aspects. Normal caution is advised. "
407,"
January 23, 2013 at 7:51The avalanche danger remains LOW   for all elevations and aspects. Continue to use normal caution when  travelling in the  backcountry. "
408,"
January 22, 2013 at 8:00On a regional scale, the avalanche danger remains LOW  for all elevations and aspects. Even though  avalanche activity is unlikley, small pockets of unstable snow may still  lurk on isolated terrain features. Continue to use normal caution when  travelling in the backcountry. "
409,"
January 21, 2013 at 8:00The avalanche danger remains LOW for all elevations and aspects on a regional scale. Even though avalanche activity is unlikley, small pockets of unstable snow may still lurk on isolated terrain features. Continue to use normal caution when travelling in the backcountry. "
410,"
January 20, 2013 at 7:40On a regional scale avalanche danger is LOW for all elevations and aspects as human triggered avalanches are unlikely. Isolated areas of unstable hard wind slabs remain possible in near and above treeline terrain. Normal caution is advised. "
411,"
January 19, 2013 at 7:40On a regional scale avalanche danger is LOW for all elevations and aspects as human triggered avalanches are unlikely. Isolated areas of unstable hard wind slabs remain possible in near and above treeline terrain. Normal caution is advised. "
412,"
January 18, 2013 at 7:57On a regional scale avalanche danger is LOW for all elevations and aspects as human triggered avalanches have become unlikely. Isolated areas of unstable hard wind slabs remain possible in near and above treeline terrain. Normal caution is advised. "
413,"
January 13, 2013 at 7:47Avalanche danger is LOW for all elevations and aspects.Normal caution is advised. Please keep in mind that the definition of LOW danger includes small avalanches in isolated areas or extreme terrain. "
414,"
January 9, 2013 at 8:00Above and below treeline, avalanche danger is LOW with pockets of MODERATE danger on NW-N-NE-E-SE aspects on slopes 35 degrees and steeper due to newly formed wind slabs. Human triggered avalanches will be possible today. Continued strong winds over the next 24 hours combined with new snow  tonight will cause the avalanche danger to increase and become more widespread. "
415,"
January 8, 2013 at 7:46Near and above treeline, avalanche danger is LOW with pockets of MODERATE danger on SW-W-NW aspects on slopes 35 degrees and steeper due to recently formed wind slabs. Below treeline, generally LOW avalanche danger exists. Isolated areas of snowpack instability may exist below treeline near the Sierra Crest from Hwy 88 southward. "
416,"
January 7, 2013 at 7:58Near and above treeline, avalanche danger is LOW with pockets of MODERATE danger on all aspects on slopes 35 degrees and steeper due to recently formed wind slabs. Below treeline, avalanche danger is LOW with pockets of MODERATE danger on all aspects on slopes 32 degrees and steeper along the Sierra Crest from roughly Emerald Bay southward. Expect a wide variance in stability from one location to another within the forecast area due to large differences in locally accumulated new snow amounts on Sunday. "
417,"
January 5, 2013 at 7:52Avalanche danger remains LOW  for all elevations and aspects. During LOW   danger avalanches are unlikely but not impossible. Areas of  unstable snow might  exist on isolated terrain features. Continue to  use  normal caution when travelling in the backcountry. "
418,"
January 4, 2013 at 7:37Avalanche danger remains LOW  for all elevations and aspects. During LOW  danger avalanches are unlikely but not impossible.  Isolated areas of unstable snow may  exist in complex  or extreme terrain in and  around areas of chutes,  gullies, cliffs, and exposed rocks. Continue to  use normal caution when travelling in the backcountry. "
419,"
January 3, 2013 at 8:00Avalanche danger remains LOW  for all elevations and aspects. LOW danger means avalanches are unlikely not that they are impossible. Isolated areas of unstable snow may  exist in complex  terrain in and around areas of chutes,  gullies, cliffs, and exposed rocks. Continue to use normal caution when travelling in the backcountry. "
420,"
January 2, 2013 at 7:41Avalanche danger is LOW for all elevations and aspects. Isolated areas of unstable snow may exist in wind affected complex  terrain in and around areas of chutes, gullies, cliffs, and exposed rocks. Normal caution is advised. "
421,"
December 14, 2012 at 7:45Avalanche danger is LOW for all elevations and aspects. Normal caution is advised. Isolated areas of instability may exist, especially in extreme terrain. "
422,"
December 11, 2012 at 7:59The avalanche danger remains LOW     for all elevations and aspects. Continue to use normal caution when  traveling in the backcountry. Icy slopes pose the greatest hazard by  making long sliding falls that are difficult to control or arrest a real  possibility today. "
423,"
December 10, 2012 at 8:01The avalanche danger remains LOW    for all elevations and aspects. Continue to use normal caution when traveling in the backcountry. Icy slopes pose the greatest hazard by making long sliding falls that are difficult to control or arrest a real possibility today. "
424,"
December 9, 2012 at 7:46Avalanche danger remains LOW   for all elevations and aspects. Normal caution is advised. A long,   unarrested, sliding fall down icy slopes leading to impact with  trees   or rocks is likely the greatest hazard in the backcountry today. "
425,"
December 8, 2012 at 7:43Avalanche danger is LOW  for all elevations and aspects. Normal caution is advised. Long,  unarrested sliding falls down icy slopes leading to impact with  trees  or rocks is likely the greatest hazard in the backcountry today. "
426,"
December 7, 2012 at 7:53Avalanche danger is LOW for all elevations and aspects. Normal caution is advised. Long, unarrested sliding falls down icy slopes leading to impact with  trees or rocks is likely the greatest hazard in the backcountry today. "
427,"
November 29, 2012 at 8:00MODERATE  avalanche danger exists on near and above treeline NW-N-NE-E aspects steeper than 35 degrees  due to new snow, strong winds, and some areas of persistent weak layers. In other areas the  avalanche danger should remain LOW. Expect the avalanche danger to increase tonight and continue to rise as a large storm impacts the region over the next few days. "
428,"
November 27, 2012 at 7:45Avalanche danger is LOW  for all elevations and aspects. Very isolated areas of unstable snow  may exist above 9,000' on NW-N-NE aspects  in complex or extreme  terrain. "
429,"
November 26, 2012 at 7:24Avalanche danger is LOW for all elevations and aspects. Very isolated areas of unstable snow may exist above 9,000' on NW-N-NE aspects  in complex or extreme terrain. "
430,"
November 25, 2012 at 7:52Today the avalanche danger is LOW. LOW danger does not mean no danger. Some unstable snow may still linger on   isolated terrain features especially on high elevation NW-N-NE aspects in complex or extreme terrain. Use normal caution when traveling in the backcountry. "
431,"
November 24, 2012 at 7:17For most of the area the avalanche danger remains LOW. A few small isolated pockets of MODERATE avalanche danger may still exist on near and above treeline NW-N-NE aspects steeper than 35 degrees. LOW danger does not mean no danger. "
432,"
April 28, 2012 at 6:20Early this morning, avalanche danger is LOW for all elevations and aspects. Widespread MODERATE avalanche danger will form today at all elevations and on all aspects in response to daytime warming. The vast majority of any avalanche activity that occurs today is expected to be human triggered. An isolated natural avalanche occurrence is unlikely, but not outside the realm of possibility during the late afternoon hours. "
433,"
April 14, 2012 at 6:40Both above and below treeline, avalanche danger is LOW with pockets of MODERATE danger in wind loaded areas on all aspects on slopes 35 degrees and steeper. Areas of unstable snow will exist within surrounding areas of seemingly stable snow. "
434,"
April 11, 2012 at 7:00This morning the avalanche danger remains  LOW on all aspects and at all elevations. Near and above treeline some pockets of MODERATE  avalanche danger may form this afternoon on N-NE-E aspects on slopes steeper than 35 degrees due to new snow and wind loading. The avalanche danger will continue to increase over the next few days as more wind and snow impact the region. "
435,"
April 10, 2012 at 6:41Avalanche danger is LOW for all elevations and aspects. Normal caution is advised. "
436,"
April 9, 2012 at 6:53Early this morning, avalanche danger is LOW for all elevations and aspects. MODERATE  avalanche danger will develop in response to daytime warming on  E-SE-S-SW-W aspects at all elevations on slopes 35 degrees and steeper. "
